StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;id;age;gender;education;M1_1;M2_1;M3_1;M4_1;M5_1;U1_1;U2_1;U3_1;U4_1;S1_1;S2_1;S3_1;S4_1;S5_1;S6_1;I1_1;I2_1;I3_1;I4_1;I5_1;C1_1;C2_1;C4_1;C4_1;C5_1;ext_1;agr_1r;con_1;est_1r;ope_1;ext_2r;agr_2;con_2r;est_2;ope_2r;stomp_1_i;stomp_2_s;stomp_3_s;stomp_4_s;stomp_5_u;stomp_6_m;stomp_7_s;stomp_8_c;stomp_9_s;stomp_10_i;stomp_11_m;stomp_12_s;stomp_13_m;stomp_14_oldies;stomp_15_s;stomp_16_u;stomp_17_i;stomp_18_c;stomp_19_c;stomp_20_u;stomp_21_i;stomp_22_c;stomp_23_soundtrack;uom_1;uom_2r;uom_3;uom_4;uom_5;uom_6;uom_7;uom_8;uom_9;uom_10;uom_11;uom_12r;uom_13;uom_14;uom_15;eq1;eq2;eq3;eq4;eq5;eq6;eq7;eq8;eq9;eq10;eq11;eq12;eq13;eq14;eq15;eq16;eq17;eq18;eq19;eq20;eq21;eq22;sq1;sq2;sq3;sq4;sq5;sq6;sq7;sq8;sq9;sq10;sq11;sq12;sq13;sq14;sq15;sq16;sq17;sq18;sq19;sq20;sq21;sq22;sq23;sq24;sq25;SC0;SC1;SC2;SC3;SC4;SC5;MUSIC- Mellow mean;MUSIC- unpretentious mean;MUSIC- sophisticated mean;MUSIC- intense mean;MUSIC contemporary mean;TIPI_Extroversion;TIPI_Agreeableness;TIPI_Emotional Stability;TIPI_Conscientiousness;TIPI_Openness;Mellow;Unpretentious;Sophisticated;Intense;Contemporary;Create New Field or Choose From Dropdown...;Emotional Mean;Cognitive Mean;Background;EQ score mean;SQ score mean
05.02.21 15:15;05.02.21 15:27;0;93.35.183.91;100;751;1;05.02.21 15:27;R_3eqUCd5MGduYL9i;;;;;38,12989807;13,3276062;anonymous;EN;1;1;1;1;1;1;1;1;1;1;CRA1994;26;2;1;4;4;4;2;2;4;4;5;4;5;4;3;4;3;4;1;1;3;4;4;2;2;2;2;2;4;5;3;1;6;4;6;3;2;7;1;3;5;3;3;2;4;4;6;1;5;5;3;5;3;7;2;4;2;1;6;5;5;4;4;4;3;2;2;2;2;2;2;1;1;1;3;2;3;3;2;2;2;3;2;2;3;4;2;2;3;3;3;3;2;3;3;3;2;3;2;2;4;4;2;3;2;3;3;4;3;4;4;2;2;3;3;3;4;3;3;4;3;2;2;41;8;11;6;3;13;3,2;4,25;3,833333333;2,6;2;4;5,5;1,5;3;6,5;7,666666667;7,666666667;16;4.254.25;8,5;;3,4;2;1,5;1,052631579;1,2
05.02.21 15:59;05.02.21 16:16;0;78.146.111.127;100;1019;1;05.02.21 16:16;R_yWRJbmEjWqqNuxz;;;;;51,55400085;-0,062393188;anonymous;EN;1;1;1;1;1;1;1;1;1;1;ALI2001;19;2;1;5;5;5;4;5;4;5;2;5;4;3;1;5;4;4;3;1;5;2;1;2;1;4;5;2;1;3;6;5;3;1;7;7;7;7;1;1;6;5;5;2;6;1;1;1;1;3;1;1;1;7;1;6;6;2;1;7;5;4;5;5;5;2;4;2;1;1;3;4;4;5;4;1;4;4;3;1;1;4;1;4;3;4;3;2;4;4;4;4;1;4;3;4;3;3;4;2;1;2;2;4;1;4;2;1;3;1;4;2;1;3;3;3;1;4;3;1;3;4;1;47;2;10;13;12;10;4,8;4;3,5;2,4;2,8;1;5;6;6,5;5;2,333333333;2,333333333;11;2.52.5;11,75;;4,2;2,2;4,25;1,789473684;1,705882353
05.02.21 14:48;05.02.21 19:46;0;86.133.190.124;100;17911;1;05.02.21 19:46;R_2OSJOZNIASkyqdV;;;;;52,63330078;-1,933303833;anonymous;EN;1;1;1;1;1;1;1;1;1;1;AHM1991;29;2;1;4;4;4;3;4;4;4;4;3;4;3;2;3;4;4;1;1;2;3;1;3;3;3;3;3;4;5;6;1;3;3;6;5;2;3;5;2;5;4;4;1;6;5;1;1;5;5;1;5;2;7;1;7;2;7;3;6;6;5;5;4;4;4;1;1;1;1;2;4;1;4;5;2;3;4;3;1;3;4;1;4;3;4;2;2;3;3;4;2;2;3;2;4;3;2;3;1;3;1;3;1;1;3;2;2;3;2;3;1;1;3;3;3;2;3;3;1;2;2;2;38;7;11;11;3;6;3,8;3,75;3,333333333;1,6;3;3,5;5,5;1,5;5,5;3;6;6;12,14285714;66;10,5;;4,4;1,2;3,5;1,5;1,1875
05.02.21 17:34;05.02.21 20:15;0;86.133.190.124;100;9689;1;05.02.21 20:15;R_1gUfuY6Wdvrtxd2;;;;;52,63330078;-1,933303833;anonymous;EN;1;1;1;1;1;1;1;1;1;1;AHM2000;20;2;1;5;4;5;2;5;5;3;4;3;3;3;3;4;4;4;1;1;4;2;1;2;2;3;5;2;5;1;6;2;3;3;6;4;3;3;6;5;5;5;4;4;5;4;1;1;4;4;1;4;1;7;1;7;6;1;5;7;7;5;5;5;3;3;1;4;2;4;3;5;2;4;4;4;4;4;3;1;2;4;3;3;3;4;3;1;4;3;4;4;3;4;4;3;4;3;3;1;4;2;2;4;1;4;3;2;2;3;3;2;2;2;2;2;2;4;2;2;3;3;2;36;8;7;10;5;6;4,2;3,75;3,5;1,8;2,8;4;3,5;2,5;5;3;6;6;12,28571429;7.257.25;14,25;;4,2;2,8;3,75;1,647058824;1,230769231
05.02.21 22:03;05.02.21 22:28;0;174.218.137.88;100;1535;1;05.02.21 22:28;R_SVnCTWDwUgWs0nv;;;;;33,80189514;-84,38610077;anonymous;EN;1;1;1;1;1;1;1;1;1;1;NAV2001;19;4;1;3;5;4;4;4;1;3;5;4;3;3;1;3;4;4;5;5;5;5;5;5;5;4;3;4;5;4;6;4;5;5;6;3;5;7;7;2;3;4;2;3;4;4;1;6;4;2;4;5;1;5;5;5;4;1;7;5;5;5;4;3;4;4;3;4;2;4;3;5;5;2;5;4;3;3;3;2;1;3;2;4;4;4;1;3;3;3;3;3;2;2;3;3;3;3;2;1;3;2;3;2;3;2;1;2;3;2;3;4;3;3;3;3;2;2;4;3;2;3;2;50;10;10;9;9;12;4;3,25;3;5;4,2;5;5;4,5;4,5;6;7,666666667;7,666666667;8,857142857;15.515.5;10,75;;4;3,2;4,25;1,25;1,1875
05.02.21 22:35;05.02.21 22:51;0;92.40.177.41;100;987;1;05.02.21 22:51;R_DI5vpwc0FLp2sJX;;;;;51,49639893;-0,122406006;anonymous;EN;1;1;1;1;1;1;1;1;1;1;AHM2001;20;1;1;2;1;1;4;1;1;2;1;1;1;1;1;2;2;2;1;1;2;2;1;2;2;3;4;3;4;6;5;6;6;6;5;4;6;6;1;1;2;1;3;3;1;1;1;1;1;1;1;1;2;7;1;7;1;5;3;5;6;4;5;4;4;2;3;2;2;2;2;3;3;3;4;3;3;3;2;2;2;3;3;3;3;4;2;3;3;3;4;4;2;3;3;3;3;3;3;2;2;2;3;2;1;4;2;3;2;3;3;2;3;2;2;2;2;4;2;3;4;3;2;54;10;11;9;12;12;1,8;1,25;1,5;1,4;2,8;5;5,5;6;4,5;6;2,666666667;2,666666667;5,142857143;33;6;;3,8;2,2;3,25;1,142857143;1,142857143
06.02.21 01:49;06.02.21 02:08;0;79.71.174.67;100;1141;1;06.02.21 02:08;R_3jSBxuxOsmaMTZZ;;;;;51,46479797;-0,03729248;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Bed1972;48;2;2;5;4;4;4;3;2;4;3;5;2;2;5;3;3;1;1;2;4;5;4;4;2;2;4;3;6;3;7;3;5;3;7;7;6;5;2;2;2;6;7;3;3;1;4;3;2;1;2;6;7;6;4;1;2;4;6;4;4;4;1;4;4;2;2;2;2;2;2;4;4;2;4;2;3;4;3;3;2;2;2;3;3;3;2;2;3;3;3;3;2;3;3;3;3;2;3;1;4;4;1;1;1;3;3;3;3;2;3;2;2;3;2;2;3;2;2;1;3;2;3;52;9;10;14;9;10;4;3,5;2,666666667;3,2;3;4,5;5;4,5;7;5;4,333333333;4,333333333;17,85714286;88;5;;3;2;3,5;1,058823529;1,111111111
06.02.21 02:31;06.02.21 02:58;0;213.205.240.7;100;1641;1;06.02.21 02:58;R_1GKfhKCfQBmFEsG;;;;;51,52450562;-0,025497437;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Bro;33;2;2;1;5;3;4;4;1;2;1;3;1;1;1;4;1;3;1;1;1;1;1;1;4;4;4;5;5;4;7;7;5;1;7;7;7;3;1;1;1;1;1;1;1;1;1;1;1;1;7;5;1;4;1;1;7;1;1;7;1;5;3;5;1;5;3;3;2;4;3;5;4;5;5;5;4;4;4;1;4;4;3;4;4;4;3;4;4;4;4;4;1;4;3;4;4;4;3;1;2;2;4;1;2;1;2;2;1;4;4;1;2;3;3;3;4;4;1;2;3;4;1;53;6;11;14;14;8;3,4;1,75;1,833333333;1;3,6;3;5,5;7;7;4;6;6;4;2.52.5;11,5;;3,8;3;4,75;1,944444444;1,357142857
06.02.21 02:47;06.02.21 03:22;0;86.181.65.120;100;2145;1;06.02.21 03:22;R_2t4hvoZU1Tj1MHX;;;;;52,08839417;-0,723907471;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Ham1954;66;2;2;3;5;3;3;4;5;4;4;3;4;2;4;4;4;3;1;1;2;2;2;4;4;3;4;4;2;7;7;2;4;2;7;7;6;3;4;4;2;2;5;3;3;3;4;1;3;1;3;4;4;7;1;4;7;1;3;6;5;5;4;5;5;5;1;2;1;3;2;5;4;4;5;5;3;3;3;1;1;4;1;1;4;4;2;2;4;4;4;4;1;3;3;3;3;3;4;1;3;4;4;1;3;3;4;4;4;1;3;3;1;1;3;3;4;4;1;1;4;1;4;47;4;14;14;8;7;3,6;4;3,5;1,6;3,8;2;7;4;7;3,5;6;6;12,85714286;5.255.25;13,25;;4,8;1,8;4,5;1,578947368;1,5
06.02.21 03:48;06.02.21 04:09;0;82.21.230.93;100;1228;1;06.02.21 04:09;R_2xMmzaup1Oyda3t;;;;;51,48049927;-0,011306763;anonymous;EN;1;1;1;1;1;1;1;1;1;1;WIL1978;42;2;2;4;4;4;5;4;3;4;3;4;3;3;4;4;4;4;1;1;2;3;1;5;3;3;5;4;6;3;6;6;6;3;6;3;6;5;5;5;6;6;6;7;6;6;7;3;4;7;5;6;6;7;4;7;7;5;6;7;7;5;5;5;4;5;3;1;1;1;4;4;1;5;5;5;3;3;1;1;1;3;1;3;3;4;4;4;3;4;4;4;1;3;3;3;3;4;1;1;3;1;3;4;1;3;2;3;2;2;3;3;3;3;1;3;1;1;3;2;2;3;3;50;9;9;9;12;11;4,2;3,5;3,666666667;1,6;4;4,5;4,5;6;4,5;5,5;9,666666667;9,666666667;24,71428571;10.2510.25;16,75;;4,8;2;3,75;1,523809524;1,333333333
06.02.21 04:20;06.02.21 04:37;0;82.7.186.114;100;1014;1;06.02.21 04:37;R_3foxTpO6YCxzuC0;;;;;54,6401062;-1,233596802;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Bur1985;35;2;2;2;3;4;5;4;2;2;3;4;2;1;2;3;2;2;1;1;4;5;3;3;1;3;3;4;6;3;7;3;4;3;3;3;5;3;7;1;1;1;5;2;3;1;2;1;1;1;1;4;1;7;1;2;3;1;2;4;7;5;5;5;5;5;1;1;1;1;1;5;2;4;5;5;3;4;2;1;2;3;3;3;3;3;3;4;3;3;4;3;2;3;3;3;4;3;3;1;3;2;2;1;1;3;2;2;4;2;1;2;2;1;3;1;1;2;1;1;4;2;4;40;9;6;10;8;7;3,6;2,75;2;2,8;2,8;4,5;3;4;5;3,5;2,333333333;2,333333333;6;7.257.25;6,25;;5;1;4;1,25;1,2
06.02.21 06:24;06.02.21 06:52;0;109.157.123.152;100;1736;1;06.02.21 06:52;R_214VYGBCrxm4uxH;;;;;51,34880066;-0,032104492;anonymous;EN;1;1;1;1;1;1;1;1;1;1;ULL2001;20;2;1;5;4;4;5;4;5;5;4;4;3;5;5;4;4;2;3;5;5;5;5;3;3;5;5;5;5;6;7;3;5;2;7;7;6;4;2;4;6;7;6;3;6;4;5;5;4;6;4;4;6;7;4;7;7;5;6;7;7;4;5;4;4;2;2;3;2;4;3;2;1;1;4;2;4;4;2;2;1;3;2;4;4;3;2;4;4;4;4;3;1;3;3;3;3;4;3;1;2;1;3;4;3;4;4;3;3;1;3;2;3;2;3;1;1;4;2;1;4;3;1;52;7;13;14;9;9;4,4;4,5;3,833333333;4,6;4,2;3,5;6,5;4,5;7;4,5;7,666666667;7,666666667;23;1010;15,25;;3,8;2,8;2;1,5;1,545454545
06.02.21 06:32;06.02.21 07:10;0;194.35.233.149;100;2273;1;06.02.21 07:10;R_3QXGgrZyzG0yNmP;;;;;51,5164032;-0,093002319;anonymous;EN;1;1;1;1;1;1;1;1;1;1;GOL2001;19;2;1;5;4;5;3;2;1;1;1;5;3;3;1;1;5;3;5;5;5;5;5;1;1;1;1;1;6;3;7;5;5;2;7;7;7;7;7;1;3;6;1;1;1;3;1;7;3;5;3;6;1;6;5;2;2;1;7;1;7;5;5;5;5;5;4;2;1;2;1;4;1;1;2;1;4;4;4;1;1;4;2;4;4;4;3;1;4;3;4;4;1;4;4;4;4;4;4;3;3;1;4;4;1;3;1;1;1;1;3;4;1;4;1;4;1;1;4;4;1;4;1;56;8;10;14;12;12;3,8;2;2,666666667;5;1;4;5;6;7;6;5,333333333;5,333333333;9;16.516.5;5,25;;5;2;2;1,894736842;1,875
06.02.21 07:11;06.02.21 07:29;0;80.7.91.168;100;1050;1;06.02.21 07:29;R_2Y9egjkk416kebF;;;;;53,95669556;-1,083496094;anonymous;EN;1;1;1;1;1;1;1;1;1;1;GAR2001;19;2;1;4;3;4;2;3;3;3;4;2;4;5;3;3;5;4;4;4;4;5;5;2;2;4;3;3;5;5;6;2;5;6;5;5;3;6;6;4;6;5;3;3;5;3;4;5;5;5;4;6;4;5;6;5;4;3;7;4;4;5;5;4;3;3;5;2;3;4;3;4;4;4;4;4;3;4;2;2;3;2;2;4;3;3;2;3;3;3;3;2;2;2;2;3;2;3;3;2;1;2;4;4;2;4;2;3;3;1;3;2;1;2;2;3;2;3;2;2;2;2;1;48;11;10;11;5;11;3,2;3;4;4,4;2,8;5,5;5;2,5;5,5;5,5;8,666666667;8,666666667;17,85714286;14.2514.25;9,5;;4;3,4;4;1,125;1,4375
06.02.21 07:15;06.02.21 07:45;0;77.102.177.55;100;1778;1;06.02.21 07:45;R_2Vm3QFswk7EM1Bt;;;;;51,16700745;0,238296509;anonymous;EN;1;1;1;1;1;1;1;1;1;1;GUI1995;25;1;1;3;3;2;4;3;4;4;4;4;2;3;2;3;2;4;3;4;5;5;5;3;2;2;2;2;3;7;7;6;3;3;3;7;6;4;5;4;5;4;6;3;5;4;4;6;4;5;4;5;3;5;4;6;4;2;7;4;7;3;4;2;2;1;2;2;2;2;1;4;4;2;4;1;3;3;2;1;3;3;2;2;2;3;2;3;3;2;3;3;1;2;3;3;3;2;4;2;4;4;2;1;1;4;1;2;3;3;3;1;1;2;2;1;2;4;3;1;4;3;2;49;6;10;14;12;7;3;4;2,666666667;4,4;2,2;3;5;6;7;3,5;7,666666667;7,666666667;16;13.513.5;10,5;;2,4;1,8;3,5;1,125;1,416666667
06.02.21 08:04;06.02.21 08:25;0;77.102.177.55;100;1219;1;06.02.21 08:25;R_udHnC1fGi0pNeUx;;;;;51,16700745;0,238296509;anonymous;EN;1;1;1;1;1;1;1;1;1;1;NOR1995;25;2;1;3;3;3;4;4;4;3;4;3;2;5;3;5;4;5;4;1;4;5;5;3;2;1;3;4;4;6;7;3;5;4;7;5;3;7;4;4;6;3;4;2;5;3;6;2;4;6;4;7;7;6;2;4;3;4;7;7;6;4;4;4;4;2;1;1;1;1;1;3;3;2;5;3;4;4;1;1;1;4;2;4;4;4;1;4;4;4;4;4;1;4;4;3;4;4;3;1;4;2;2;3;2;1;2;3;3;4;1;3;2;2;1;1;2;3;1;1;3;1;3;51;8;13;12;6;12;3,4;3,5;4;3,8;2,6;4;6,5;3;6;6;7,333333333;7,333333333;21,42857143;7.757.75;9,75;;3,6;1;3,25;1,909090909;1,111111111
06.02.21 08:49;06.02.21 09:13;0;176.24.211.56;100;1455;1;06.02.21 09:13;R_3EsRsRzk7IVLCRD;;;;;51,44059753;-0,14239502;anonymous;EN;1;1;1;1;1;1;1;1;1;1;CAM2001;20;2;1;4;4;3;2;4;2;2;3;2;4;3;4;4;4;4;3;2;3;2;4;3;3;3;4;3;6;6;5;3;6;4;7;5;2;3;7;4;5;6;5;4;5;5;4;1;3;5;4;7;6;7;5;7;4;2;7;5;7;5;5;4;4;3;3;3;2;4;3;5;1;5;5;5;4;4;1;2;2;4;1;4;4;4;1;4;4;4;4;4;1;4;4;4;4;3;3;3;4;2;2;2;2;2;2;2;1;4;3;3;1;3;2;2;4;4;2;2;3;3;4;47;10;13;10;5;9;3,4;2,25;3,833333333;2,8;3,2;5;6,5;2,5;5;4,5;7;7;20,42857143;10.510.5;12;;4,2;3;4;1,863636364;1,153846154
06.02.21 07:06;06.02.21 09:55;0;109.181.59.61;100;10144;1;06.02.21 09:55;R_DvMkd1WLOB0iidP;;;;;51,51879883;-0,035995483;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Khatun 2000;20;2;1;4;2;4;2;4;2;3;3;2;3;2;2;2;2;3;1;1;1;1;2;2;1;2;4;4;2;3;7;2;6;1;6;5;5;5;5;1;1;1;1;1;1;1;1;1;6;1;1;1;1;7;1;6;1;6;1;6;6;5;4;5;5;2;1;2;1;3;2;3;2;4;3;2;3;3;3;2;3;4;1;3;3;3;2;2;3;4;3;3;2;2;2;3;2;2;3;2;3;3;2;1;1;4;2;3;1;4;3;2;2;1;3;2;1;3;1;1;3;1;2;42;3;9;12;7;11;3,2;2,5;2,333333333;1,2;2,6;1,5;4,5;3,5;6;5,5;7;7;4;5.55.5;6,25;;4,2;1,8;3;1,2;1,444444444
06.02.21 10:53;06.02.21 11:26;0;80.43.197.151;100;2007;1;06.02.21 11:26;R_2vcX5nJbSG58YEh;;;;;51,54299927;0,130203247;anonymous;EN;1;1;1;1;1;1;1;1;1;1;KEL1968;52;2;2;4;3;3;3;3;2;3;3;4;2;3;4;3;3;2;4;2;4;4;4;3;2;3;3;3;5;7;6;5;5;4;7;7;7;7;7;5;5;7;6;6;5;6;6;5;7;5;5;5;6;7;6;6;6;6;7;6;6;5;4;4;3;2;3;2;1;2;3;4;4;2;5;2;4;3;1;1;2;3;1;4;4;4;2;4;3;3;4;4;1;4;3;3;3;3;3;1;2;4;2;2;2;4;1;2;1;1;4;2;1;3;3;1;1;4;3;3;4;2;4;60;9;14;13;12;12;3,2;3;2,833333333;3,6;2,8;4,5;7;6;6,5;6;12,33333333;12,33333333;23,28571429;1515;15;;3,6;2,2;3,75;1,545454545;1,5
06.02.21 12:36;06.02.21 13:34;0;217.180.232.56;100;3472;1;06.02.21 13:34;R_10Iu1qUO40oDGv7;;;;;41,90139771;-88,75150299;anonymous;EN;1;1;1;1;1;1;1;1;1;1;MIM1999;21;1;2;2;3;3;4;3;1;1;2;2;4;4;1;3;3;4;3;3;3;3;4;3;3;2;4;4;1;5;4;1;2;1;6;6;4;3;5;4;5;2;1;3;4;5;2;5;4;5;4;4;2;5;5;6;6;3;6;6;7;5;5;4;5;2;3;2;3;4;3;5;3;4;4;2;3;2;3;3;1;2;2;3;2;3;2;3;2;3;3;3;1;3;2;2;1;3;1;1;4;2;2;1;3;3;2;4;3;4;2;1;3;1;2;1;2;4;1;4;4;2;4;33;2;11;10;5;5;3;1,5;3,166666667;3,2;3,2;1;5,5;2,5;5;2,5;7,666666667;7,666666667;11,28571429;12.7512.75;14,25;;4,2;3;4;1,153846154;1,166666667
06.02.21 15:02;06.02.21 15:18;0;2.96.186.72;100;956;1;06.02.21 15:18;R_XYW6eJZugd8DKW5;;;;;51,5;-0,466705322;anonymous;EN;1;1;1;1;1;1;1;1;1;1;BOU2001;20;2;1;2;2;2;2;4;1;4;2;1;4;1;2;2;1;1;1;2;2;1;1;2;4;4;4;4;6;5;6;6;7;3;6;6;5;5;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;5;1;5;1;7;1;3;3;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;3;4;2;2;2;4;2;3;3;4;2;3;3;3;4;3;2;2;3;3;3;4;4;2;4;2;2;1;1;3;2;2;1;4;3;1;3;2;2;2;1;4;1;1;3;3;3;55;9;11;12;11;12;2,4;2;1,833333333;1,4;3,6;4,5;5,5;5,5;6;6;2,333333333;2,333333333;5;2.52.5;4,5;;1,2;1,2;1,25;1,238095238;1,363636364
06.02.21 17:31;06.02.21 17:48;0;92.23.205.6;100;1019;1;06.02.21 17:48;R_12EEyw4j5JESTTx;;;;;51,50639343;-0,020004272;anonymous;EN;1;1;1;1;1;1;1;1;1;1;HUS2000;20;2;2;2;2;3;3;2;3;2;2;2;2;2;1;3;3;2;1;1;1;2;2;2;2;2;4;4;2;5;4;2;4;4;6;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;6;1;1;1;4;1;3;5;2;3;3;2;2;2;2;1;4;3;3;3;2;3;4;3;2;2;2;2;4;3;4;2;2;3;3;4;3;2;3;2;2;2;3;3;2;3;3;3;1;3;3;3;3;3;3;2;2;3;2;2;2;3;2;3;2;3;3;2;37;6;11;8;5;7;2,4;2,25;2,166666667;1,4;2,8;3;5,5;2,5;4;3,5;2;2;4;2.52.5;5,25;;3,2;1,8;3,25;1,25;1
07.02.21 04:18;07.02.21 04:37;0;90.206.15.14;100;1145;1;07.02.21 04:37;R_1pro294GSZ6Hz5y;;;;;53,59150696;-2,393096924;anonymous;EN;1;1;1;1;1;1;1;1;1;1;RAH1994;26;2;1;2;4;2;4;4;4;4;2;4;3;2;2;2;2;2;2;1;2;3;3;2;2;4;4;2;3;6;5;3;6;2;6;2;6;4;2;2;2;2;5;2;5;2;2;2;2;2;2;2;2;6;1;6;2;2;2;6;6;3;5;3;4;2;1;2;2;4;3;2;2;3;4;1;4;4;3;1;2;3;2;3;3;4;3;3;4;4;4;4;1;3;4;3;3;3;3;1;3;1;3;2;1;2;2;3;2;3;2;2;2;1;2;3;2;3;3;2;2;3;2;43;5;12;7;9;10;3,2;3,5;2,166666667;2,2;2,8;2,5;6;4,5;3,5;5;4;4;9,714285714;4.54.5;8;;3,4;2,4;2,75;1,5;1,142857143
07.02.21 05:09;07.02.21 05:28;0;82.132.222.155;100;1149;1;07.02.21 05:28;R_25sctvywONkkpqj;;;;;51,50259399;-0,065994263;anonymous;EN;1;1;1;1;1;1;1;1;1;1;ZAV00;20;2;1;4;3;3;3;2;4;3;4;4;4;4;3;3;4;3;4;1;4;3;4;2;2;4;4;2;6;4;7;6;7;3;7;7;6;6;4;2;4;5;5;6;4;4;1;1;4;5;4;6;2;6;1;6;6;1;5;1;6;4;4;5;2;3;1;3;2;3;4;5;2;5;5;1;4;3;1;1;1;3;1;4;3;4;1;1;3;3;4;4;1;4;3;3;3;3;3;1;2;2;2;2;1;4;1;4;1;1;2;2;2;1;1;1;1;3;1;3;4;2;3;59;9;11;14;12;13;3;3,75;3,5;3,2;2,8;4,5;5,5;6;7;6,5;8,666666667;8,666666667;11,57142857;5.755.75;11;;3,6;2,6;4,25;1,571428571;1,583333333
07.02.21 08:35;07.02.21 08:54;0;31.54.21.235;100;1116;1;07.02.21 08:54;R_pLfNrav81Ga39Ad;;;;;51,31570435;-0,535003662;anonymous;EN;1;1;1;1;1;1;1;1;1;1;JOH2001;19;1;1;5;4;2;5;5;3;4;4;2;4;4;5;3;5;5;5;5;4;5;5;2;3;1;2;4;3;2;5;4;3;1;5;7;5;7;6;4;4;6;4;5;4;4;3;6;4;5;5;7;6;5;4;1;5;2;6;5;3;5;1;4;4;2;1;2;1;3;2;4;3;4;4;4;2;3;4;3;2;1;4;2;2;3;4;1;1;2;2;1;3;2;1;1;1;1;4;3;2;2;4;3;1;4;1;3;1;1;4;3;1;4;2;3;1;3;2;3;3;3;1;42;4;7;12;9;10;4,2;3,25;4,333333333;4,8;2,4;2;3,5;4,5;6;5;9;9;18,85714286;1414;10,75;;3,2;1,8;3,75;1;1,571428571
07.02.21 09:35;07.02.21 10:01;0;80.5.2.180;100;1555;1;07.02.21 10:01;R_1BRC6TK7nBKiezx;;;;;51,45309448;-0,013793945;anonymous;EN;1;1;1;1;1;1;1;1;1;1;HID2000;20;2;1;2;3;2;3;2;2;2;3;2;4;4;1;4;3;3;2;1;2;2;2;3;3;5;5;3;5;4;5;3;7;3;5;2;4;3;4;4;4;3;3;3;4;4;3;2;4;4;4;5;3;6;4;7;5;3;4;7;4;5;4;5;3;2;1;2;2;4;2;5;3;5;5;4;3;3;3;2;2;3;3;2;3;4;2;3;3;3;3;3;2;2;2;3;2;3;4;1;4;2;3;2;2;2;2;4;2;1;2;1;2;3;4;4;1;2;1;1;2;3;2;41;8;9;7;7;10;2,4;2,25;3,166666667;1,8;3,8;4;4,5;3,5;3,5;5;7,666666667;7,666666667;13,42857143;88;13,25;;3,8;2,2;4,5;1,0625;1,266666667
07.02.21 09:59;07.02.21 10:10;0;82.45.242.129;100;685;1;07.02.21 10:10;R_3elh7dIciFOXkvN;;;;;51,54299927;0,130203247;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Noo2000;20;2;1;3;4;3;4;5;1;4;3;4;3;2;4;5;4;3;4;4;4;5;4;3;3;2;4;3;5;6;5;7;5;3;6;7;6;6;7;4;4;5;1;6;1;2;1;6;1;4;4;4;4;6;5;7;5;1;5;5;6;3;2;4;3;1;2;3;1;3;2;5;4;2;3;1;3;4;2;1;1;4;1;3;3;3;2;3;4;4;4;4;1;3;3;3;2;4;3;2;2;1;3;4;1;4;1;2;1;2;4;4;2;3;2;3;2;4;1;1;3;3;2;56;8;12;12;13;11;3,8;3;3,5;4,2;3;4;6;6,5;6;5,5;5,666666667;5,666666667;12,42857143;1515;10,75;;2,6;2,2;3,5;1,523809524;1,4
08.02.21 06:45;08.02.21 07:00;0;148.252.132.63;100;901;1;08.02.21 07:00;R_RJD8fiCQPTnX3Nf;;;;;51,49639893;-0,122406006;anonymous;EN;1;1;1;1;1;1;1;1;1;1;Pea;43;1;2;2;1;5;4;5;4;5;5;5;3;4;5;4;5;4;4;4;5;4;4;4;3;2;4;2;6;1;7;2;7;6;7;4;4;7;2;1;6;7;5;1;2;1;2;5;2;1;4;7;3;7;2;3;5;2;7;7;7;5;1;5;5;5;5;5;5;5;5;5;1;3;5;5;4;4;1;1;1;4;4;4;4;4;1;4;4;4;4;4;1;4;4;4;4;4;3;3;3;4;4;1;4;1;1;1;1;4;4;3;1;1;1;3;4;4;2;4;2;3;2;51;12;8;11;6;14;3,4;4,75;4,166666667;4,2;3;6;4;3;5,5;7;5;5;12,42857143;9.259.25;10;;4,2;5;3,5;2;1,533333333
